count,type,bath,bed,car,suburb,latitude,longitude,auction,private_treaty,prior_to_auction,year,price,offence_count
6,ApartmentUnitFlat,1,1,1,abbotsford,-37.80404,144.9982455,3,3,0,2011,694166,1356
36,House,1,2,0,abbotsford,-37.80442506,144.9967132,20,16,0,2011,819388,1356
11,ApartmentUnitFlat,1,1,1,abbotsford,-37.80418459,144.9991546,6,5,0,2012,497772,908
46,House,1,2,0,abbotsford,-37.80397787,144.9967142,33,13,0,2012,817402,908
14,ApartmentUnitFlat,1,1,1,abbotsford,-37.8030246,145.0002401,6,8,0,2013,550214,748
34,House,1,2,0,abbotsford,-37.8041133,144.9972715,28,6,0,2013,840955,748
4,Townhouse,2,2,1,abbotsford,-37.80516025,144.9959908,2,1,1,2013,806875,748
22,ApartmentUnitFlat,1,1,1,abbotsford,-37.8044274,145.000627,12,10,0,2014,562113,1184
50,House,1,2,0,abbotsford,-37.8036623,144.9971877,45,5,0,2014,1026400,1184
4,Townhouse,1,2,1,abbotsford,-37.80063915,144.99742,2,2,0,2014,636500,1184
58,ApartmentUnitFlat,1,1,1,abbotsford,-37.80474777,145.002129,28,30,0,2015,652017,1190
74,House,1,2,0,abbotsford,-37.80324598,144.9965358,54,20,0,2015,1021283,1190
6,Townhouse,1,2,1,abbotsford,-37.8006177,144.99686,4,2,0,2015,849166,1190
85,ApartmentUnitFlat,1,1,1,abbotsford,-37.80564379,145.0021074,31,53,1,2016,545917,1617
70,House,1,2,0,abbotsford,-37.80363732,144.9961273,55,15,0,2016,1178750,1617
8,Townhouse,2,1,1,abbotsford,-37.80524427,144.9961868,6,2,0,2016,754000,1617
77,ApartmentUnitFlat,1,1,1,abbotsford,-37.80666065,145.0047515,18,58,1,2017,650402,1367
57,House,1,2,0,abbotsford,-37.8029663,144.9971493,48,9,0,2017,1336964,1367
4,Townhouse,1,2,1,abbotsford,-37.8046585,144.9970665,2,2,0,2017,1015000,1367
77,ApartmentUnitFlat,1,1,1,abbotsford,-37.80651427,145.0045529,20,57,0,2018,587115,1475
41,House,1,2,0,abbotsford,-37.80432235,144.9964102,27,14,0,2018,1212695,1475
14,Townhouse,1,2,1,abbotsford,-37.80570061,144.9962571,11,3,0,2018,1000428,1475
81,ApartmentUnitFlat,1,1,1,abbotsford,-37.80774261,145.0050532,26,54,1,2019,594098,1599
39,House,1,2,0,abbotsford,-37.8048182,144.9970839,24,15,0,2019,1218615,1599
15,Townhouse,2,2,1,abbotsford,-37.80348702,144.9966752,9,5,1,2019,1065133,1599
44,ApartmentUnitFlat,1,1,0,abbotsford,-37.80614931,145.0043475,7,37,0,2020,592297,1640
25,House,1,2,0,abbotsford,-37.80574468,144.9972121,12,13,0,2020,1227720,1640
11,Townhouse,1,2,1,abbotsford,-37.80498107,144.9962093,4,7,0,2020,993636,1640
16,House,1,3,2,aberfeldie,-37.7598743,144.8968581,8,8,0,2011,1099250,1315
2,Townhouse,2,3,2,aberfeldie,-37.75882725,144.8910985,1,1,0,2011,665000,1315
3,ApartmentUnitFlat,1,2,1,aberfeldie,-37.75665193,144.899211,0,3,0,2012,483833,1324
15,House,1,3,2,aberfeldie,-37.76018919,144.8963653,7,8,0,2012,1248393,1324
2,ApartmentUnitFlat,1,2,1,aberfeldie,-37.7588422,144.8966445,1,1,0,2013,527500,1378
31,House,1,3,2,aberfeldie,-37.75973314,144.8976019,15,16,0,2013,1075854,1378
5,Townhouse,2,3,1,aberfeldie,-37.75852746,144.8980158,2,3,0,2013,803700,1378
4,ApartmentUnitFlat,1,1,1,aberfeldie,-37.75987043,144.899866,2,2,0,2014,390625,1352
27,House,1,3,2,aberfeldie,-37.75951514,144.8971691,15,12,0,2014,1124722,1352
31,House,1,3,2,aberfeldie,-37.75938897,144.8960988,20,11,0,2015,1186322,1361
2,Townhouse,1,4,2,aberfeldie,-37.75920145,144.899374,1,1,0,2015,998000,1361
5,ApartmentUnitFlat,1,1,1,aberfeldie,-37.75738174,144.8995858,2,3,0,2016,467800,1694
17,House,1,4,2,aberfeldie,-37.75874117,144.8963631,11,6,0,2016,1493588,1694
2,Townhouse,1,2,2,aberfeldie,-37.7587719,144.896167,1,1,0,2016,725000,1694
4,ApartmentUnitFlat,1,2,1,aberfeldie,-37.7583204,144.897652,2,2,0,2017,685500,1723
25,House,2,3,2,aberfeldie,-37.75908702,144.8959042,16,9,0,2017,1637220,1723
3,Townhouse,2,2,1,aberfeldie,-37.7584226,144.8969573,0,2,1,2017,960333,1723
3,ApartmentUnitFlat,1,1,1,aberfeldie,-37.75701447,144.9027667,1,2,0,2018,333166,1569
10,House,1,3,2,aberfeldie,-37.75975076,144.8972391,6,3,1,2018,1687900,1569
3,Townhouse,2,2,1,aberfeldie,-37.756675,144.8941547,1,2,0,2018,719000,1569
3,ApartmentUnitFlat,1,2,1,aberfeldie,-37.75557073,144.8989463,2,1,0,2019,488500,1388
17,House,1,3,2,aberfeldie,-37.75833575,144.8973036,6,10,1,2019,1421235,1388
5,Townhouse,2,2,2,aberfeldie,-37.75687908,144.8920596,2,2,1,2019,900400,1388
4,ApartmentUnitFlat,1,1,0,aberfeldie,-37.75714285,144.9004783,1,2,1,2020,328250,1574
16,House,2,3,2,aberfeldie,-37.75970511,144.8980013,4,8,4,2020,1757968,1574
3,Townhouse,2,3,1,aberfeldie,-37.7571297,144.8957977,1,2,0,2020,1043500,1574
9,ApartmentUnitFlat,1,2,1,airport west,-37.72731123,144.8827008,4,4,1,2011,462816,1177
44,House,1,3,1,airport west,-37.72363732,144.8795292,10,29,5,2011,559443,1177
9,Townhouse,1,2,1,airport west,-37.72554501,144.8805422,2,5,2,2011,556944,1177
26,ApartmentUnitFlat,1,2,1,airport west,-37.72637663,144.8829743,13,13,0,2012,419403,1287
54,House,1,2,1,airport west,-37.72345424,144.8796683,18,34,2,2012,501009,1287
10,Townhouse,2,2,1,airport west,-37.72512331,144.8840703,5,5,0,2012,543050,1287
48,ApartmentUnitFlat,1,2,1,airport west,-37.72433919,144.8821214,27,21,0,2013,481458,1368
87,House,1,3,1,airport west,-37.72483178,144.8809733,43,42,2,2013,554137,1368
14,Townhouse,1,2,1,airport west,-37.72636432,144.8829154,9,5,0,2013,529750,1368
24,ApartmentUnitFlat,1,2,1,airport west,-37.7256559,144.8835293,13,10,1,2014,447854,1341
59,House,1,3,1,airport west,-37.72400979,144.8804851,25,33,1,2014,586401,1341
16,Townhouse,1,2,1,airport west,-37.72548184,144.8829838,7,9,0,2014,575531,1341
22,ApartmentUnitFlat,1,2,1,airport west,-37.72413722,144.8820894,13,9,0,2015,457818,1777
78,House,1,2,1,airport west,-37.7239545,144.8799908,41,37,0,2015,643018,1777
19,Townhouse,1,2,1,airport west,-37.72601889,144.8810264,11,8,0,2015,550078,1777
18,ApartmentUnitFlat,1,2,1,airport west,-37.72332707,144.8806065,8,10,0,2016,544638,1511
66,House,1,3,1,airport west,-37.72435619,144.8798872,33,31,2,2016,763060,1511
24,Townhouse,1,2,1,airport west,-37.72528015,144.8799114,4,19,1,2016,602145,1511
22,ApartmentUnitFlat,1,2,1,airport west,-37.72569625,144.876467,9,11,2,2017,605431,1550
71,House,1,3,1,airport west,-37.72429076,144.8800037,32,38,1,2017,821966,1550
15,Townhouse,1,2,1,airport west,-37.72493743,144.8799678,8,5,2,2017,722600,1550
20,ApartmentUnitFlat,1,2,1,airport west,-37.72411541,144.8826734,10,7,3,2018,630950,1638
60,House,1,3,1,airport west,-37.72483607,144.8798561,25,33,2,2018,873067,1638
25,Townhouse,2,2,1,airport west,-37.72433312,144.8802064,13,11,1,2018,732872,1638
24,ApartmentUnitFlat,1,2,1,airport west,-37.72605116,144.8835068,5,15,4,2019,591333,1482
67,House,1,3,1,airport west,-37.72301078,144.8808902,28,37,2,2019,795037,1482
10,Townhouse,2,3,1,airport west,-37.72464946,144.8798228,4,6,0,2019,709350,1482
10,ApartmentUnitFlat,1,2,1,airport west,-37.72473581,144.8809798,4,6,0,2020,591650,1592
53,House,1,3,1,airport west,-37.7238907,144.8786324,15,35,3,2020,848773,1592
17,Townhouse,1,2,1,airport west,-37.72663522,144.8824875,5,10,2,2020,693941,1592
15,House,1,3,1,albanvale,-37.74558107,144.768565,3,12,0,2011,319533,4138
13,House,1,3,2,albanvale,-37.74600948,144.7692945,1,12,0,2012,318000,4391
32,House,1,3,1,albanvale,-37.74643372,144.7688802,3,29,0,2013,318812,4772
23,House,1,3,2,albanvale,-37.74642266,144.7690317,1,22,0,2014,322152,4437
21,House,1,3,1,albanvale,-37.74502446,144.7702199,1,20,0,2015,337690,4726
18,House,1,3,2,albanvale,-37.74615019,144.7679099,1,17,0,2016,432916,5416
13,House,1,3,2,albanvale,-37.74710117,144.7654265,4,9,0,2017,497538,5156
29,House,1,3,2,albanvale,-37.74585655,144.7689229,5,24,0,2018,583465,5227
2,ApartmentUnitFlat,1,2,1,albanvale,-37.74362565,144.761131,0,2,0,2019,386000,5095
23,House,1,3,2,albanvale,-37.7468892,144.7689453,2,21,0,2019,500304,5095
19,House,1,3,2,albanvale,-37.74498141,144.7708256,2,17,0,2020,536961,5449
6,ApartmentUnitFlat,1,1,0,albert park,-37.84178727,144.9521868,4,1,1,2011,536416,606
35,House,1,2,0,albert park,-37.84461886,144.9539284,19,16,0,2011,1294800,606
2,Townhouse,1,2,0,albert park,-37.84520785,144.9569935,1,1,0,2011,967500,606
9,ApartmentUnitFlat,1,1,0,albert park,-37.84678244,144.9490331,7,2,0,2012,557000,685
30,House,1,2,0,albert park,-37.84464659,144.9529869,13,17,0,2012,1309566,685
10,ApartmentUnitFlat,1,1,0,albert park,-37.8446159,144.950652,8,2,0,2013,524200,736
98,House,1,2,0,albert park,-37.84428153,144.9528109,60,38,0,2013,1475448,736
2,Townhouse,3,3,2,albert park,-37.843998,144.944778,2,0,0,2013,1280000,736
7,ApartmentUnitFlat,2,2,1,albert park,-37.84447644,144.9537684,6,1,0,2014,1629285,602
87,House,1,2,0,albert park,-37.84417546,144.9524565,60,27,0,2014,1616500,602
4,Townhouse,2,2,1,albert park,-37.84405517,144.9565073,3,1,0,2014,1830000,602
17,ApartmentUnitFlat,1,1,0,albert park,-37.84441825,144.9521269,12,4,1,2015,608941,782
120,House,1,2,0,albert park,-37.84477804,144.9526193,81,39,0,2015,1825133,782
7,Townhouse,1,2,1,albert park,-37.84399734,144.9523641,3,4,0,2015,1201428,782
7,ApartmentUnitFlat,1,1,1,albert park,-37.84459726,144.9542497,4,3,0,2016,839642,870
81,House,1,2,0,albert park,-37.84383003,144.9526244,60,19,2,2016,2099938,870
3,Townhouse,1,2,1,albert park,-37.8450025,144.9540453,1,2,0,2016,1272500,870
6,ApartmentUnitFlat,1,1,0,albert park,-37.84231457,144.953218,5,1,0,2017,593916,1132
80,House,1,2,0,albert park,-37.84430079,144.9527772,66,14,0,2017,2313649,1132
4,Townhouse,1,2,1,albert park,-37.84460268,144.9534473,4,0,0,2017,1928750,1132
5,ApartmentUnitFlat,1,1,1,albert park,-37.84299082,144.9541382,2,3,0,2018,759050,819
63,House,1,2,0,albert park,-37.84497953,144.9518638,39,22,2,2018,2297023,819
3,Townhouse,2,2,1,albert park,-37.8453978,144.952245,2,1,0,2018,1380666,819
9,ApartmentUnitFlat,1,1,1,albert park,-37.8443773,144.9523738,2,6,1,2019,973055,876
79,House,1,2,0,albert park,-37.84448801,144.9534992,34,41,3,2019,2375145,876
4,Townhouse,1,2,0,albert park,-37.8449941,144.9564325,2,2,0,2019,1320000,876
44,House,1,2,0,albert park,-37.8448958,144.952562,17,24,3,2020,2181738,882
5,House,1,3,1,albion,-37.78089152,144.817282,1,4,0,2011,418000,5393
5,House,1,3,1,albion,-37.78071056,144.8152178,0,5,0,2012,440600,5724
2,ApartmentUnitFlat,1,1,1,albion,-37.78037825,144.8204575,0,2,0,2013,175000,6268
4,House,1,3,1,albion,-37.77889638,144.8190805,1,3,0,2013,392375,6268
2,ApartmentUnitFlat,1,1,0,albion,-37.78354645,144.823678,0,2,0,2014,180000,6519
5,House,1,3,1,albion,-37.78156832,144.8190094,1,4,0,2014,408220,6519
6,ApartmentUnitFlat,1,1,1,albion,-37.78238638,144.8231497,0,6,0,2015,207333,6385
10,House,1,2,1,albion,-37.77986479,144.817899,6,4,0,2015,422400,6385
6,ApartmentUnitFlat,1,2,1,albion,-37.78130138,144.8205128,2,4,0,2016,278666,6354
8,House,1,3,1,albion,-37.78059066,144.8182621,6,2,0,2016,681187,6354
2,Townhouse,1,2,0,albion,-37.7830885,144.818466,0,2,0,2016,319000,6354
13,ApartmentUnitFlat,1,1,1,albion,-37.78382899,144.8231852,1,12,0,2017,298692,5441
13,House,1,3,1,albion,-37.78035768,144.8180822,6,7,0,2017,693076,5441
12,ApartmentUnitFlat,1,1,1,albion,-37.7822337,144.82346,1,11,0,2018,262250,5767
18,House,1,3,1,albion,-37.78033846,144.8185748,12,5,1,2018,758888,5767
3,Townhouse,1,3,1,albion,-37.77980857,144.81368,2,1,0,2018,579333,5767
14,ApartmentUnitFlat,1,1,0,albion,-37.78307366,144.8243224,0,14,0,2019,224214,6054
16,House,1,3,1,albion,-37.78107549,144.8185627,7,9,0,2019,681518,6054
7,Townhouse,1,2,1,albion,-37.78077297,144.818573,2,5,0,2019,504785,6054
19,ApartmentUnitFlat,1,1,1,albion,-37.78089918,144.8207084,3,15,1,2020,417184,6931
9,House,1,3,1,albion,-37.77992072,144.8200368,6,3,0,2020,734055,6931
8,Townhouse,1,2,1,albion,-37.77891736,144.8199348,1,6,1,2020,521312,6931
6,ApartmentUnitFlat,1,1,1,alphington,-37.78256482,145.0292358,2,4,0,2011,366333,537
18,House,1,3,2,alphington,-37.77922448,145.0291027,9,9,0,2011,1175263,537
11,ApartmentUnitFlat,1,1,1,alphington,-37.78059424,145.0291142,2,9,0,2012,398409,635
23,House,1,3,2,alphington,-37.77806047,145.0301385,13,10,0,2012,1068239,635
3,Townhouse,1,2,1,alphington,-37.77875903,145.0256603,2,1,0,2012,568833,635
19,ApartmentUnitFlat,1,1,0,alphington,-37.78145462,145.0294013,12,7,0,2013,381605,623
33,House,1,3,1,alphington,-37.77872736,145.0303197,23,10,0,2013,1174651,623
5,Townhouse,2,2,1,alphington,-37.77844242,145.0305756,4,1,0,2013,723500,623
14,ApartmentUnitFlat,1,1,1,alphington,-37.78083009,145.0289906,6,7,1,2014,441571,799
34,House,1,3,1,alphington,-37.77871618,145.0286621,25,9,0,2014,1232794,799
3,Townhouse,2,3,2,alphington,-37.78235343,145.0226647,3,0,0,2014,728333,799
19,ApartmentUnitFlat,1,1,1,alphington,-37.78058675,145.0263131,5,14,0,2015,463157,682
43,House,1,3,2,alphington,-37.77945608,145.0293817,31,12,0,2015,1415302,682
7,Townhouse,1,2,1,alphington,-37.77971084,145.0278876,3,4,0,2015,634428,682
14,ApartmentUnitFlat,1,1,1,alphington,-37.78167304,145.0265623,4,10,0,2016,501571,794
43,House,1,3,2,alphington,-37.78046115,145.0275217,34,9,0,2016,1530558,794
10,Townhouse,1,2,2,alphington,-37.78129687,145.027137,9,0,1,2016,874900,794
15,ApartmentUnitFlat,1,1,1,alphington,-37.7817234,145.0282472,6,9,0,2017,533813,988
29,House,1,3,1,alphington,-37.77738072,145.0294008,22,7,0,2017,1778862,988
11,Townhouse,1,2,1,alphington,-37.78148556,145.0254455,1,10,0,2017,888954,988
11,ApartmentUnitFlat,1,1,1,alphington,-37.78137359,145.0280809,3,8,0,2018,488209,770
35,House,1,3,2,alphington,-37.77945532,145.028122,20,15,0,2018,1797717,770
11,Townhouse,2,2,1,alphington,-37.78025874,145.0256058,4,7,0,2018,892272,770
11,ApartmentUnitFlat,1,1,1,alphington,-37.78184626,145.0285856,3,8,0,2019,469909,749
26,House,1,3,1,alphington,-37.77927466,145.0295038,11,15,0,2019,1741765,749
13,Townhouse,1,2,1,alphington,-37.78213938,145.024987,7,6,0,2019,922692,749
5,ApartmentUnitFlat,1,1,1,alphington,-37.78304976,145.028338,0,5,0,2020,493700,831
14,House,2,3,2,alphington,-37.7791649,145.0307783,6,7,1,2020,1997214,831
6,Townhouse,1,2,1,alphington,-37.78057382,145.0283687,4,2,0,2020,907333,831
14,ApartmentUnitFlat,1,2,1,altona,-37.86671338,144.8228316,1,13,0,2011,405915,737
51,House,1,3,1,altona,-37.86516778,144.8227724,11,40,0,2011,673323,737
5,Townhouse,1,2,1,altona,-37.87010838,144.8272934,0,5,0,2011,654000,737
16,ApartmentUnitFlat,1,2,1,altona,-37.86633671,144.8260239,1,15,0,2012,396531,975
65,House,1,3,2,altona,-37.86642604,144.8197197,12,52,1,2012,623018,975
6,Townhouse,1,3,1,altona,-37.86672443,144.8318055,0,6,0,2012,656500,975
23,ApartmentUnitFlat,1,2,1,altona,-37.86793077,144.8227556,5,18,0,2013,430082,930
117,House,1,3,2,altona,-37.86460851,144.8214106,39,77,0,2013,605184,930
14,Townhouse,1,2,1,altona,-37.8675362,144.8278016,0,13,0,2013,514742,930
43,ApartmentUnitFlat,1,2,1,altona,-37.86702091,144.8227651,11,30,1,2014,461273,884
117,House,1,3,2,altona,-37.8649016,144.82038,32,83,0,2014,721061,884
15,Townhouse,1,2,1,altona,-37.86841883,144.8201929,1,14,0,2014,612580,884
58,ApartmentUnitFlat,1,2,1,altona,-37.86685852,144.8225066,10,48,0,2015,556775,912
97,House,1,3,2,altona,-37.86454848,144.8198635,37,59,1,2015,780322,912
21,Townhouse,1,3,2,altona,-37.86807651,144.8202806,3,18,0,2015,684547,912
68,ApartmentUnitFlat,1,2,1,altona,-37.86707336,144.8229417,14,54,0,2016,560628,820
83,House,1,3,2,altona,-37.86621761,144.8198962,25,56,2,2016,923120,820
21,Townhouse,1,2,1,altona,-37.8684586,144.8180022,6,15,0,2016,691314,820
69,ApartmentUnitFlat,1,2,1,altona,-37.86677048,144.8214199,12,56,1,2017,628956,836
81,House,1,3,2,altona,-37.8652418,144.8209171,34,47,0,2017,1007852,836
31,Townhouse,2,3,1,altona,-37.86795849,144.8194785,11,20,0,2017,865637,836
53,ApartmentUnitFlat,1,2,1,altona,-37.86763734,144.822013,6,47,0,2018,685924,799
88,House,1,3,2,altona,-37.86544142,144.8193946,25,62,1,2018,1039822,799
23,Townhouse,1,3,2,altona,-37.86756381,144.820865,3,20,0,2018,838852,799
34,ApartmentUnitFlat,1,2,1,altona,-37.86652502,144.8207621,1,32,1,2019,565777,923
89,House,1,3,3,altona,-37.86447645,144.8214425,27,57,5,2019,959005,923
51,Townhouse,2,3,1,altona,-37.86677249,144.8202695,10,41,0,2019,882237,923
37,ApartmentUnitFlat,1,2,1,altona,-37.86657146,144.8212144,3,34,0,2020,604148,750
52,House,1,3,3,altona,-37.86540508,144.8207713,5,43,4,2020,1006788,750
28,Townhouse,2,3,1,altona,-37.86714615,144.8236726,4,23,1,2020,926053,750
7,ApartmentUnitFlat,1,2,1,altona meadows,-37.87705469,144.7769513,0,7,0,2011,327857,1608
113,House,1,3,2,altona meadows,-37.87664041,144.7784026,5,108,0,2011,409777,1608
5,ApartmentUnitFlat,1,2,1,altona meadows,-37.87260104,144.7769044,0,5,0,2012,298800,1945
140,House,1,3,2,altona meadows,-37.8768657,144.7797809,9,131,0,2012,405448,1945
9,ApartmentUnitFlat,1,2,1,altona meadows,-37.87795812,144.776367,0,8,0,2013,301747,1918
132,House,1,3,1,altona meadows,-37.8766088,144.7781468,6,125,1,2013,406299,1918
14,ApartmentUnitFlat,1,2,1,altona meadows,-37.87542093,144.7759137,1,13,0,2014,341049,2134
106,House,1,3,2,altona meadows,-37.87717435,144.7786141,4,100,0,2014,423835,2134
14,ApartmentUnitFlat,1,2,1,altona meadows,-37.87459848,144.775602,2,12,0,2015,372375,1971
87,House,1,3,2,altona meadows,-37.87596776,144.7781364,6,81,0,2015,435680,1971
2,Townhouse,2,3,2,altona meadows,-37.8728008,144.7832645,0,2,0,2015,472500,1971
12,ApartmentUnitFlat,1,2,1,altona meadows,-37.87526107,144.7749152,0,12,0,2016,346791,2035
97,House,1,3,2,altona meadows,-37.87714601,144.7780146,10,86,1,2016,494754,2035
17,ApartmentUnitFlat,1,2,1,altona meadows,-37.87581048,144.7785316,3,13,1,2017,439852,1793
83,House,1,3,2,altona meadows,-37.87776292,144.7786793,8,75,0,2017,609403,1793
3,Townhouse,1,3,2,altona meadows,-37.88075157,144.7755633,0,3,0,2017,514665,1793
7,ApartmentUnitFlat,1,2,1,altona meadows,-37.87306793,144.7779496,1,6,0,2018,476857,1726
90,House,1,3,2,altona meadows,-37.87766749,144.7788422,13,77,0,2018,665382,1726
5,Townhouse,2,3,2,altona meadows,-37.87769578,144.7806028,1,4,0,2018,585700,1726
17,ApartmentUnitFlat,1,2,1,altona meadows,-37.87603857,144.7792928,2,15,0,2019,441497,1837
85,House,1,3,3,altona meadows,-37.87797682,144.7789061,5,79,1,2019,627862,1837
2,Townhouse,2,3,2,altona meadows,-37.86272,144.778389,0,2,0,2019,555500,1837
19,ApartmentUnitFlat,1,2,1,altona meadows,-37.876211,144.7773688,0,19,0,2020,470763,1820
78,House,1,3,2,altona meadows,-37.87627832,144.7790902,6,71,1,2020,651776,1820
3,Townhouse,2,3,2,altona meadows,-37.87755053,144.7801207,0,3,0,2020,668666,1820
8,ApartmentUnitFlat,1,2,1,altona north,-37.83512479,144.8529395,1,7,0,2011,299000,978
60,House,1,3,2,altona north,-37.83652283,144.8526436,17,39,4,2011,516463,978
14,Townhouse,1,3,1,altona north,-37.83519291,144.85851,3,10,1,2011,552714,978
5,ApartmentUnitFlat,1,2,1,altona north,-37.82834316,144.8450646,1,4,0,2012,330100,1112
49,House,1,3,2,altona north,-37.83449636,144.8491477,11,37,1,2012,489316,1112
7,Townhouse,1,2,1,altona north,-37.83270236,144.8562801,3,4,0,2012,473071,1112
12,ApartmentUnitFlat,1,2,1,altona north,-37.83297894,144.8521552,1,11,0,2013,422583,1209
90,House,1,3,2,altona north,-37.83596065,144.849223,27,61,2,2013,507079,1209
15,Townhouse,2,3,1,altona north,-37.83554145,144.8543795,1,7,0,2013,501333,1209
22,ApartmentUnitFlat,1,2,1,altona north,-37.83361714,144.8518007,4,18,0,2014,437229,1171
141,House,1,3,2,altona north,-37.83514625,144.8496491,60,78,2,2014,566955,1171
23,Townhouse,2,3,1,altona north,-37.83478884,144.853743,8,13,1,2014,561529,1171
12,ApartmentUnitFlat,1,2,1,altona north,-37.83461729,144.8539891,3,9,0,2015,471883,1293
116,House,1,3,2,altona north,-37.83497993,144.8494593,53,62,1,2015,670837,1293
41,Townhouse,2,2,1,altona north,-37.83706895,144.852163,9,31,1,2015,594441,1293
15,ApartmentUnitFlat,1,2,1,altona north,-37.83302797,144.8514951,3,12,0,2016,457733,1350
109,House,1,3,2,altona north,-37.83505709,144.8511529,54,54,1,2016,735005,1350
40,Townhouse,1,2,1,altona north,-37.83427326,144.8539227,11,29,0,2016,628464,1350
19,ApartmentUnitFlat,1,2,1,altona north,-37.83355924,144.8510506,6,13,0,2017,580421,1264
102,House,1,3,2,altona north,-37.83541049,144.8494301,38,64,0,2017,1037946,1264
33,Townhouse,1,3,1,altona north,-37.83412366,144.8540831,11,21,1,2017,759196,1264
26,ApartmentUnitFlat,1,2,1,altona north,-37.83271,144.8513816,2,24,0,2018,633278,1088
76,House,1,3,2,altona north,-37.83511567,144.8515149,24,50,2,2018,866177,1088
32,Townhouse,2,3,2,altona north,-37.83290335,144.8531525,9,21,2,2018,807718,1088
24,ApartmentUnitFlat,1,2,1,altona north,-37.83367049,144.8498303,4,20,0,2019,586833,1156
91,House,1,3,2,altona north,-37.83529566,144.8515543,24,65,2,2019,805875,1156
53,Townhouse,2,2,1,altona north,-37.83366495,144.8517706,7,45,1,2019,741179,1156
20,ApartmentUnitFlat,1,2,1,altona north,-37.833819,144.8521936,1,19,0,2020,519200,1243
68,House,1,3,2,altona north,-37.83414407,144.8506481,10,56,2,2020,827272,1243
34,Townhouse,2,3,1,altona north,-37.83171474,144.8520676,6,27,1,2020,776632,1243
3,ApartmentUnitFlat,1,2,0,ardeer,-37.77942577,144.8042707,0,3,0,2011,270000,424
24,House,1,3,1,ardeer,-37.77825803,144.8022273,1,23,0,2011,357083,424
3,ApartmentUnitFlat,1,2,1,ardeer,-37.7801344,144.8072407,0,3,0,2012,316166,535
22,House,1,3,1,ardeer,-37.77860376,144.8007516,0,22,0,2012,346659,535
3,ApartmentUnitFlat,1,2,1,ardeer,-37.7785428,144.802017,0,3,0,2013,276333,573
28,House,1,3,1,ardeer,-37.77834215,144.8021885,1,27,0,2013,338589,573
9,ApartmentUnitFlat,1,2,1,ardeer,-37.77823219,144.8011483,0,9,0,2014,337333,324
41,House,1,3,1,ardeer,-37.77813038,144.8021187,5,36,0,2014,364158,324
5,ApartmentUnitFlat,1,2,1,ardeer,-37.77642398,144.8002502,0,5,0,2015,314400,332
48,House,1,3,1,ardeer,-37.77817464,144.8019873,11,37,0,2015,400729,332
8,ApartmentUnitFlat,1,2,1,ardeer,-37.77768389,144.8024184,2,6,0,2016,360062,381
42,House,1,2,1,ardeer,-37.77887703,144.8025604,22,17,3,2016,552942,381
4,Townhouse,1,3,1,ardeer,-37.77801847,144.8022388,1,3,0,2016,424875,381
2,ApartmentUnitFlat,1,3,1,ardeer,-37.77797,144.8034365,1,1,0,2017,462500,290
48,House,1,3,1,ardeer,-37.77920845,144.8018734,30,15,3,2017,620875,290
4,Townhouse,1,2,1,ardeer,-37.77782365,144.8031465,1,3,0,2017,492000,290
7,ApartmentUnitFlat,1,2,1,ardeer,-37.77649936,144.8010581,4,3,0,2018,472928,340
51,House,1,3,1,ardeer,-37.77862563,144.8024721,24,21,6,2018,658656,340
7,Townhouse,2,3,1,ardeer,-37.77789707,144.8033993,1,6,0,2018,590571,340
3,ApartmentUnitFlat,1,3,2,ardeer,-37.7787819,144.800257,0,2,1,2019,522000,388
30,House,1,3,1,ardeer,-37.77838045,144.8014566,7,21,2,2019,635783,388
5,Townhouse,2,3,1,ardeer,-37.77762256,144.802908,1,4,0,2019,527000,388
9,ApartmentUnitFlat,1,2,1,ardeer,-37.77699951,144.8010927,1,6,2,2020,508555,329
16,House,1,3,1,ardeer,-37.77827438,144.8009669,3,9,4,2020,593281,329
3,Townhouse,2,2,1,ardeer,-37.77777417,144.802485,1,1,1,2020,595566,329
19,ApartmentUnitFlat,1,1,0,armadale,-37.85792288,145.0187076,7,11,1,2011,449057,433
20,House,1,2,1,armadale,-37.8567821,145.0224736,14,5,1,2011,1214475,433
4,Townhouse,2,2,1,armadale,-37.85899353,145.016959,4,0,0,2011,911250,433
18,ApartmentUnitFlat,1,1,1,armadale,-37.85832219,145.0191474,9,9,0,2012,483652,440
13,House,1,3,1,armadale,-37.85695415,145.0200535,7,6,0,2012,1947992,440
38,ApartmentUnitFlat,1,1,1,armadale,-37.85848654,145.0183922,28,10,0,2013,565873,500
19,House,1,3,1,armadale,-37.85755668,145.0208911,12,6,1,2013,1805394,500
3,Townhouse,2,2,1,armadale,-37.86203897,145.020767,2,1,0,2013,729966,500
43,ApartmentUnitFlat,1,1,1,armadale,-37.85898762,145.0191396,28,15,0,2014,559700,453
35,House,2,3,1,armadale,-37.85775689,145.0230273,27,8,0,2014,2319485,453
3,Townhouse,1,2,1,armadale,-37.85601553,145.0241547,3,0,0,2014,1761666,453
130,ApartmentUnitFlat,1,1,1,armadale,-37.8582356,145.0185734,105,25,0,2015,612951,538
110,House,1,3,1,armadale,-37.85566445,145.0204444,93,17,0,2015,2469200,538
16,Townhouse,2,3,2,armadale,-37.85610216,145.0180138,12,4,0,2015,1791875,538
70,ApartmentUnitFlat,1,1,1,armadale,-37.85820171,145.0190157,47,21,2,2016,632225,600
64,House,1,3,1,armadale,-37.85691786,145.0208285,51,12,1,2016,2863476,600
