count,type,bath,bed,car,suburb,latitude,longitude,auction,private_treaty,prior_to_auction,year,price,offence_count
9,Townhouse,1,2,1,hawthorn east,-37.82644024,145.0500549,2,6,1,2020,1228999,829
2,House,1,3,0,hazeldene,-37.34241,145.293457,0,2,0,2015,205000,408
12,House,1,3,2,healesville,-37.67039073,145.5281966,2,10,0,2011,546850,435
13,House,1,3,1,healesville,-37.66438418,145.5236798,0,13,0,2012,434384,390
2,ApartmentUnitFlat,1,3,1,healesville,-37.6546225,145.5187225,0,2,0,2013,352500,360
41,House,1,3,2,healesville,-37.6570845,145.5253711,3,38,0,2013,461945,360
3,ApartmentUnitFlat,1,2,1,healesville,-37.65808367,145.5167863,0,3,0,2014,288166,363
51,House,1,3,1,healesville,-37.6556609,145.5196614,3,48,0,2014,484852,363
12,ApartmentUnitFlat,1,2,1,healesville,-37.65720982,145.5164055,0,12,0,2015,346625,451
75,House,1,3,2,healesville,-37.65606308,145.5222456,0,74,1,2015,541970,451
3,Townhouse,1,2,1,healesville,-37.6586575,145.512067,0,3,0,2015,334000,451
12,ApartmentUnitFlat,1,2,1,healesville,-37.65908324,145.5156623,0,12,0,2016,349083,466
98,House,1,3,2,healesville,-37.65569137,145.51976,1,97,0,2016,541878,466
6,Townhouse,1,2,1,healesville,-37.65734712,145.514966,0,6,0,2016,405000,466
8,ApartmentUnitFlat,1,2,1,healesville,-37.65583104,145.5157069,0,8,0,2017,434625,558
107,House,1,3,2,healesville,-37.65550319,145.5218208,1,105,1,2017,633070,558
11,Townhouse,1,2,1,healesville,-37.65397421,145.5178005,0,11,0,2017,482373,558
14,ApartmentUnitFlat,1,2,1,healesville,-37.65602151,145.5185068,0,14,0,2018,407178,501
59,House,1,3,2,healesville,-37.65655134,145.5239335,0,59,0,2018,682264,501
5,Townhouse,1,3,1,healesville,-37.65299316,145.5192352,0,5,0,2018,560200,501
11,ApartmentUnitFlat,1,2,1,healesville,-37.65812202,145.5195175,0,11,0,2019,360909,401
120,House,1,3,2,healesville,-37.65569621,145.5192822,2,118,0,2019,653191,401
3,ApartmentUnitFlat,1,2,1,healesville,-37.65620187,145.5154927,0,3,0,2020,488333,581
59,House,1,3,2,healesville,-37.65655772,145.5235543,0,59,0,2020,647236,581
6,Townhouse,1,2,1,healesville,-37.65401523,145.5187302,0,6,0,2020,509000,581
6,House,2,3,3,heathcote junction,-37.37363447,145.0419517,2,4,0,2014,411666,74
20,House,1,3,3,heathcote junction,-37.37207086,145.0332595,0,20,0,2015,416350,139
4,House,2,3,5,heathcote junction,-37.36902,145.032074,0,4,0,2016,417500,181
10,House,2,4,3,heathcote junction,-37.36999718,145.0343506,2,8,0,2017,616500,117
14,House,2,4,4,heathcote junction,-37.37113703,145.0315169,0,14,0,2018,647078,154
14,House,1,3,4,heathcote junction,-37.37116949,145.0346026,0,14,0,2019,668857,208
12,House,2,3,4,heathcote junction,-37.37114638,145.0364097,0,12,0,2020,762166,214
4,House,2,3,1,heatherton,-37.9577359,145.0828135,0,4,0,2011,587972,120
2,ApartmentUnitFlat,1,2,2,heatherton,-37.95299,145.081467,2,0,0,2012,357500,139
7,House,2,3,2,heatherton,-37.9574951,145.0815696,1,6,0,2012,616785,139
6,ApartmentUnitFlat,1,1,1,heatherton,-37.95255163,145.0813957,2,4,0,2013,261833,161
52,House,1,3,1,heatherton,-37.95730525,145.081544,12,38,2,2013,636826,161
4,Townhouse,1,2,1,heatherton,-37.9564991,145.0856015,2,2,0,2013,502250,161
2,ApartmentUnitFlat,1,1,1,heatherton,-37.95234,145.081421,0,2,0,2014,223000,136
60,House,1,3,1,heatherton,-37.95743283,145.083072,6,46,4,2014,686950,136
2,ApartmentUnitFlat,1,1,1,heatherton,-37.95301,145.079773,0,2,0,2015,310000,171
44,House,2,3,1,heatherton,-37.95756528,145.081829,14,30,0,2015,768468,171
2,Townhouse,2,3,1,heatherton,-37.9580956,145.0774,0,2,0,2015,560000,171
6,ApartmentUnitFlat,1,1,0,heatherton,-37.9526188,145.0806987,0,6,0,2016,282666,237
46,House,1,3,1,heatherton,-37.93552768,145.0693,8,38,0,2016,888565,237
6,Townhouse,1,2,1,heatherton,-37.95630773,145.0902303,0,6,0,2016,600833,237
8,ApartmentUnitFlat,1,2,0,heatherton,-37.95309485,145.0803808,0,8,0,2017,790250,197
42,House,1,3,2,heatherton,-37.95770953,145.08445,6,36,0,2017,982090,197
4,Townhouse,2,3,1,heatherton,-37.9560364,145.079277,2,2,0,2017,835000,197
6,ApartmentUnitFlat,1,2,1,heatherton,-37.95329033,145.080417,2,4,0,2018,453333,188
40,House,1,3,1,heatherton,-37.95548504,145.0833423,10,28,2,2018,960625,188
2,Townhouse,1,3,1,heatherton,-37.9525146,145.087753,0,2,0,2018,635000,188
2,ApartmentUnitFlat,1,2,1,heatherton,-37.95219,145.079956,0,2,0,2019,415000,234
50,House,1,3,2,heatherton,-37.95688669,145.0817228,4,46,0,2019,914270,234
2,Townhouse,2,3,1,heatherton,-37.95852,145.077835,0,2,0,2019,750000,234
30,House,1,3,1,heatherton,-37.95645666,145.0819671,10,20,0,2020,898200,241
9,ApartmentUnitFlat,1,2,1,heathmont,-37.82941292,145.240677,0,9,0,2011,430922,793
49,House,1,3,1,heathmont,-37.83079216,145.2423287,9,40,0,2011,544737,793
2,Townhouse,2,3,2,heathmont,-37.829031,145.237396,0,2,0,2011,536500,793
7,ApartmentUnitFlat,1,2,1,heathmont,-37.83154616,145.2367794,1,6,0,2012,400857,765
53,House,1,3,1,heathmont,-37.82949748,145.2457976,4,47,0,2012,548037,765
10,ApartmentUnitFlat,1,2,1,heathmont,-37.82812251,145.2438541,2,8,0,2013,457600,866
68,House,1,3,1,heathmont,-37.83113006,145.2423717,22,45,0,2013,573941,866
3,Townhouse,2,3,2,heathmont,-37.8325195,145.232272,0,3,0,2013,465000,866
8,ApartmentUnitFlat,1,2,1,heathmont,-37.82739279,145.24319,2,6,0,2014,419262,1117
66,House,1,3,1,heathmont,-37.8297224,145.2423857,38,28,0,2014,651666,1117
7,Townhouse,1,2,1,heathmont,-37.83086609,145.2427936,3,4,0,2014,556857,1117
7,ApartmentUnitFlat,1,2,1,heathmont,-37.8252153,145.2411924,1,6,0,2015,464857,914
84,House,1,3,1,heathmont,-37.8294579,145.2427372,49,35,0,2015,756845,914
4,Townhouse,1,2,1,heathmont,-37.82723563,145.2377128,1,3,0,2015,612000,914
13,ApartmentUnitFlat,1,2,1,heathmont,-37.82704967,145.2397249,6,7,0,2016,559961,1184
68,House,1,3,1,heathmont,-37.83044405,145.2422829,41,27,0,2016,792235,1184
3,Townhouse,3,3,2,heathmont,-37.83108197,145.2310383,3,0,0,2016,907666,1184
13,ApartmentUnitFlat,1,2,1,heathmont,-37.82900776,145.2437586,4,9,0,2017,596807,1205
64,House,1,3,1,heathmont,-37.82982661,145.2434177,33,29,2,2017,959535,1205
7,Townhouse,1,2,1,heathmont,-37.83003881,145.2397803,3,3,1,2017,714642,1205
8,ApartmentUnitFlat,1,2,1,heathmont,-37.82777028,145.2405918,1,6,1,2018,624625,1016
69,House,1,3,1,heathmont,-37.82949408,145.2430751,31,32,6,2018,950904,1016
3,Townhouse,2,3,1,heathmont,-37.82608833,145.2531637,1,2,0,2018,795000,1016
14,ApartmentUnitFlat,1,2,1,heathmont,-37.83164837,145.2414672,4,10,0,2019,580500,1046
67,House,1,3,1,heathmont,-37.8294636,145.2444938,4,61,2,2019,850739,1046
6,Townhouse,2,3,2,heathmont,-37.82708837,145.2413433,1,5,0,2019,765250,1046
18,ApartmentUnitFlat,1,2,1,heathmont,-37.82983965,145.2400258,3,15,0,2020,619194,1066
41,House,1,3,1,heathmont,-37.83034479,145.2440053,16,22,3,2020,959010,1066
2,Townhouse,1,3,1,heathmont,-37.83086965,145.2525485,0,2,0,2020,657500,1066
12,ApartmentUnitFlat,1,2,1,heidelberg,-37.75268436,145.0658352,8,4,0,2011,489875,1711
19,House,1,3,1,heidelberg,-37.74987132,145.0645391,15,4,0,2011,746394,1711
9,Townhouse,1,2,1,heidelberg,-37.7517751,145.0649768,5,4,0,2011,583944,1711
15,ApartmentUnitFlat,1,1,1,heidelberg,-37.75364286,145.0659831,9,6,0,2012,443900,1876
17,House,1,3,1,heidelberg,-37.74977468,145.0673294,9,8,0,2012,807705,1876
2,Townhouse,2,3,1,heidelberg,-37.75145135,145.069828,2,0,0,2012,597500,1876
12,ApartmentUnitFlat,1,2,1,heidelberg,-37.7549327,145.0657969,7,5,0,2013,536750,2081
27,House,1,3,1,heidelberg,-37.74963211,145.0714931,23,4,0,2013,855462,2081
2,Townhouse,2,3,1,heidelberg,-37.74824335,145.0654905,1,1,0,2013,640000,2081
19,ApartmentUnitFlat,1,2,1,heidelberg,-37.75426296,145.0660074,11,8,0,2014,518000,2349
37,House,1,3,1,heidelberg,-37.74931911,145.0718037,29,8,0,2014,891986,2349
8,Townhouse,1,2,1,heidelberg,-37.7527538,145.0657069,7,1,0,2014,613687,2349
11,ApartmentUnitFlat,1,2,1,heidelberg,-37.75356343,145.0661355,8,3,0,2015,489954,2456
24,House,1,3,1,heidelberg,-37.74979,145.0704102,21,3,0,2015,1057858,2456
4,Townhouse,1,2,1,heidelberg,-37.75192655,145.0664405,3,1,0,2015,615625,2456
14,ApartmentUnitFlat,1,2,1,heidelberg,-37.75460176,145.0656834,5,9,0,2016,571750,2100
30,House,1,3,1,heidelberg,-37.74961347,145.0718119,24,6,0,2016,1127300,2100
6,Townhouse,1,2,1,heidelberg,-37.75585138,145.0636105,5,1,0,2016,673333,2100
26,ApartmentUnitFlat,1,2,1,heidelberg,-37.75477373,145.0658728,14,12,0,2017,569480,2426
33,House,1,3,1,heidelberg,-37.74992691,145.0699275,24,8,1,2017,1282121,2426
11,Townhouse,1,2,1,heidelberg,-37.75297188,145.0674527,11,0,0,2017,740863,2426
23,ApartmentUnitFlat,1,1,1,heidelberg,-37.75427141,145.0657257,5,18,0,2018,560021,2716
31,House,1,3,1,heidelberg,-37.74886068,145.0728972,17,14,0,2018,1108096,2716
6,Townhouse,1,2,1,heidelberg,-37.75521932,145.0683418,2,4,0,2018,732083,2716
27,ApartmentUnitFlat,1,1,1,heidelberg,-37.75526956,145.0644872,4,23,0,2019,580574,2662
21,House,1,3,2,heidelberg,-37.74994556,145.0695516,9,11,1,2019,1191380,2662
9,Townhouse,1,2,1,heidelberg,-37.75302437,145.0666223,3,6,0,2019,752977,2662
22,ApartmentUnitFlat,1,1,1,heidelberg,-37.75452452,145.06634,3,19,0,2020,605457,2772
23,House,1,3,2,heidelberg,-37.74919033,145.0713779,7,15,1,2020,1305600,2772
7,Townhouse,1,2,1,heidelberg,-37.7525295,145.06556,3,4,0,2020,803285,2772
10,ApartmentUnitFlat,1,2,1,heidelberg heights,-37.74342009,145.0538101,3,7,0,2011,445350,1352
19,House,1,2,1,heidelberg heights,-37.74371943,145.0520946,11,8,0,2011,498236,1352
3,Townhouse,1,3,1,heidelberg heights,-37.74750517,145.053243,1,2,0,2011,507500,1352
6,ApartmentUnitFlat,1,2,1,heidelberg heights,-37.74682173,145.0532202,3,3,0,2012,438416,1513
22,House,1,2,1,heidelberg heights,-37.74252185,145.0531362,15,7,0,2012,492659,1513
3,Townhouse,1,2,1,heidelberg heights,-37.73989823,145.052272,2,1,0,2012,410333,1513
12,ApartmentUnitFlat,1,2,1,heidelberg heights,-37.74197753,145.0556267,6,6,0,2013,397875,1573
27,House,1,2,1,heidelberg heights,-37.74326039,145.0522722,22,5,0,2013,545574,1573
4,Townhouse,1,2,1,heidelberg heights,-37.74062953,145.0543538,2,2,0,2013,535125,1573
14,ApartmentUnitFlat,1,2,1,heidelberg heights,-37.74471885,145.0543791,2,11,1,2014,423285,1898
41,House,1,2,1,heidelberg heights,-37.74340946,145.0534189,28,13,0,2014,641213,1898
11,Townhouse,2,2,1,heidelberg heights,-37.74165435,145.0553575,5,6,0,2014,549717,1898
22,ApartmentUnitFlat,1,2,1,heidelberg heights,-37.74192351,145.0561045,4,16,2,2015,483318,1707
77,House,1,3,1,heidelberg heights,-37.74203826,145.0538375,58,19,0,2015,762844,1707
22,Townhouse,1,2,1,heidelberg heights,-37.74065792,145.0541192,9,13,0,2015,506931,1707
18,ApartmentUnitFlat,1,2,1,heidelberg heights,-37.74383124,145.0538142,6,12,0,2016,475027,2238
65,House,1,3,1,heidelberg heights,-37.74292428,145.0537455,51,11,3,2016,891046,2238
7,Townhouse,1,2,1,heidelberg heights,-37.74670356,145.052512,4,3,0,2016,633571,2238
11,ApartmentUnitFlat,1,2,1,heidelberg heights,-37.74380391,145.0540526,6,5,0,2017,577954,2131
71,House,1,3,1,heidelberg heights,-37.74166654,145.0531263,47,22,2,2017,885378,2131
22,Townhouse,1,2,1,heidelberg heights,-37.74200477,145.0533591,12,10,0,2017,684165,2131
15,ApartmentUnitFlat,1,2,0,heidelberg heights,-37.74574945,145.0535042,7,8,0,2018,521900,1930
70,House,1,2,1,heidelberg heights,-37.74258854,145.0525389,31,37,2,2018,863792,1930
24,Townhouse,1,2,1,heidelberg heights,-37.74373493,145.054403,10,14,0,2018,738083,1930
18,ApartmentUnitFlat,1,2,1,heidelberg heights,-37.74415128,145.0527531,7,11,0,2019,534263,1736
47,House,1,2,1,heidelberg heights,-37.74282449,145.0530344,24,23,0,2019,822968,1736
24,Townhouse,1,2,1,heidelberg heights,-37.73931958,145.0550748,5,19,0,2019,692380,1736
6,ApartmentUnitFlat,1,2,1,heidelberg heights,-37.74668495,145.051216,2,4,0,2020,584333,2167
19,House,1,3,1,heidelberg heights,-37.74469525,145.0540668,9,9,1,2020,953259,2167
23,Townhouse,1,2,1,heidelberg heights,-37.74197627,145.0536015,2,19,2,2020,720467,2167
2,ApartmentUnitFlat,1,2,1,heidelberg west,-37.743681,145.042496,0,2,0,2011,330625,1352
11,House,1,2,1,heidelberg west,-37.74114205,145.0398121,5,6,0,2011,441318,1352
3,ApartmentUnitFlat,1,2,1,heidelberg west,-37.74236327,145.0471193,2,1,0,2012,309833,1513
2,House,1,2,1,heidelberg west,-37.74043085,145.042404,1,1,0,2012,368250,1513
2,ApartmentUnitFlat,1,2,1,heidelberg west,-37.7417698,145.045792,1,1,0,2013,365500,1573
13,House,1,3,1,heidelberg west,-37.74028616,145.0399086,4,9,0,2013,427807,1573
3,ApartmentUnitFlat,1,2,1,heidelberg west,-37.73978333,145.0463157,1,2,0,2014,388666,1898
23,House,1,2,1,heidelberg west,-37.74115962,145.0422987,16,7,0,2014,482027,1898
2,ApartmentUnitFlat,1,2,1,heidelberg west,-37.744175,145.046967,2,0,0,2015,335000,1707
77,House,1,2,1,heidelberg west,-37.73940624,145.0424477,44,32,1,2015,561207,1707
3,ApartmentUnitFlat,1,2,1,heidelberg west,-37.74310177,145.0446797,2,1,0,2016,343333,2238
55,House,1,2,1,heidelberg west,-37.74117317,145.0419885,45,8,2,2016,622163,2238
2,Townhouse,1,3,1,heidelberg west,-37.7422905,145.036886,1,1,0,2016,567500,2238
7,ApartmentUnitFlat,1,2,1,heidelberg west,-37.74283336,145.0459159,5,2,0,2017,452357,2131
56,House,1,2,1,heidelberg west,-37.74030221,145.0409394,40,11,5,2017,723508,2131
6,Townhouse,1,2,1,heidelberg west,-37.74134085,145.0446542,2,4,0,2017,567166,2131
4,ApartmentUnitFlat,1,2,1,heidelberg west,-37.73623293,145.043904,1,3,0,2018,550500,1930
49,House,1,2,1,heidelberg west,-37.74019676,145.0421747,27,19,3,2018,703744,1930
7,Townhouse,1,2,0,heidelberg west,-37.74217929,145.0452819,1,5,1,2018,609142,1930
8,ApartmentUnitFlat,1,2,1,heidelberg west,-37.7424478,145.0458124,1,7,0,2019,514694,1736
39,House,1,2,1,heidelberg west,-37.7398565,145.0425659,17,22,0,2019,661641,1736
9,Townhouse,1,2,1,heidelberg west,-37.74036963,145.0427361,0,9,0,2019,563666,1736
18,House,1,2,1,heidelberg west,-37.74073642,145.0415978,6,12,0,2020,645516,2167
12,Townhouse,1,2,1,heidelberg west,-37.74192564,145.0426243,1,11,0,2020,670250,2167
2,House,2,3,2,hesket,-37.36046,144.6049,2,0,0,2014,1850000,259
2,House,2,4,2,hesket,-37.3468933,144.619675,0,2,0,2016,765000,287
4,House,3,4,0,hesket,-37.3488579,144.6362395,0,4,0,2017,1471250,295
2,House,1,3,1,hesket,-37.3471775,144.614235,1,1,0,2019,1645000,365
20,House,2,4,2,hidden valley,-37.39383511,144.9963399,0,20,0,2014,523000,968
60,House,2,3,2,hidden valley,-37.39389072,144.9964818,0,60,0,2015,562233,1019
27,House,2,3,2,hidden valley,-37.3960321,145.000022,1,26,0,2016,575962,1278
18,House,2,4,2,hidden valley,-37.39597968,144.9993442,0,18,0,2017,611833,1293
26,House,2,4,2,hidden valley,-37.39611978,144.996836,2,24,0,2018,712788,1066
30,House,2,4,2,hidden valley,-37.39397888,144.9948081,1,29,0,2019,763100,1226
17,House,2,4,2,hidden valley,-37.39703693,144.9951555,0,17,0,2020,797941,1302
17,ApartmentUnitFlat,1,2,1,highett,-37.95052251,145.0395346,10,6,1,2011,445368,627
55,House,1,3,1,highett,-37.95024009,145.0405519,25,26,4,2011,716909,627
23,Townhouse,1,2,1,highett,-37.9508078,145.0403477,9,11,3,2011,614806,627
16,ApartmentUnitFlat,1,2,1,highett,-37.95070233,145.0406042,7,5,4,2012,450468,745
68,House,1,3,1,highett,-37.94951356,145.0362605,40,25,3,2012,722944,745
22,Townhouse,1,2,1,highett,-37.9500504,145.0432861,7,13,2,2012,576522,745
49,ApartmentUnitFlat,1,2,1,highett,-37.95017663,145.0400668,18,20,11,2013,479653,833
147,House,1,3,1,highett,-37.95033823,145.0379257,93,34,18,2013,768604,833
48,Townhouse,1,2,1,highett,-37.95110896,145.0425392,20,22,4,2013,640575,833
29,ApartmentUnitFlat,1,2,1,highett,-37.950974,145.0449233,16,12,0,2014,557965,723
58,House,1,3,1,highett,-37.94977947,145.0365989,46,9,2,2014,909224,723
17,Townhouse,1,2,1,highett,-37.95231335,145.0463177,11,5,0,2014,697117,723
54,ApartmentUnitFlat,1,2,1,highett,-37.95114607,145.0427147,35,19,0,2015,566227,787
142,House,1,3,1,highett,-37.9493847,145.0374621,110,32,0,2015,980320,787
56,Townhouse,1,2,1,highett,-37.95112566,145.0440259,40,16,0,2015,835410,787
49,ApartmentUnitFlat,1,1,1,highett,-37.95071009,145.0424705,22,27,0,2016,539122,1090
69,House,1,3,1,highett,-37.94990831,145.0357476,58,11,0,2016,1196739,1090
40,Townhouse,1,2,1,highett,-37.95083904,145.0425698,21,19,0,2016,866600,1090
43,ApartmentUnitFlat,1,1,1,highett,-37.95036689,145.0429615,19,23,1,2017,567052,936
77,House,1,3,1,highett,-37.94939228,145.0372029,63,13,1,2017,1321778,936
36,Townhouse,1,2,1,highett,-37.95073515,145.0429295,24,12,0,2017,968309,936
54,ApartmentUnitFlat,1,2,1,highett,-37.95100102,145.042571,25,28,1,2018,598512,901
69,House,1,3,2,highett,-37.95068831,145.0364499,39,29,1,2018,1309326,901
37,Townhouse,1,3,1,highett,-37.94939643,145.0380311,17,20,0,2018,1005108,901
58,ApartmentUnitFlat,1,2,1,highett,-37.950148,145.041626,26,29,3,2019,611630,1091
84,House,1,3,1,highett,-37.94964808,145.0383998,52,28,4,2019,1165598,1091
47,Townhouse,2,3,1,highett,-37.95156754,145.0446343,29,16,2,2019,1081414,1091
42,ApartmentUnitFlat,1,2,1,highett,-37.95064712,145.0429744,7,35,0,2020,579750,1049
39,House,1,3,1,highett,-37.95045997,145.0385255,21,18,0,2020,1268743,1049
30,Townhouse,2,3,1,highett,-37.95135747,145.0398524,15,13,2,2020,1127331,1049
6,ApartmentUnitFlat,2,3,1,hillside,-37.704024,144.7525458,0,6,0,2011,339666,2108
67,House,2,3,2,hillside,-37.69325321,144.7465182,2,65,0,2011,463395,2108
5,ApartmentUnitFlat,1,3,1,hillside,-37.70320588,144.7478332,0,5,0,2012,312700,2234
89,House,1,3,1,hillside,-37.69100835,144.746464,11,78,0,2012,424584,2234
2,Townhouse,2,3,1,hillside,-37.70253295,144.7466085,0,2,0,2012,343000,2234
4,ApartmentUnitFlat,1,2,1,hillside,-37.70014423,144.7486983,0,4,0,2013,298750,2392
74,House,2,3,2,hillside,-37.69075915,144.7461118,12,62,0,2013,448952,2392
4,ApartmentUnitFlat,1,2,1,hillside,-37.70247077,144.7475435,1,3,0,2014,319625,2364
67,House,2,3,2,hillside,-37.69095089,144.744182,9,58,0,2014,469761,2364
11,ApartmentUnitFlat,1,2,1,hillside,-37.70012455,144.7486531,0,11,0,2015,327318,2497
72,House,2,3,2,hillside,-37.68955769,144.7430361,14,57,1,2015,508902,2497
2,Townhouse,2,3,1,hillside,-37.70456215,144.743996,1,1,0,2015,390000,2497
9,ApartmentUnitFlat,1,2,1,hillside,-37.69836524,144.7475637,0,9,0,2016,377777,2456
66,House,2,3,2,hillside,-37.69213601,144.7447787,23,42,1,2016,586590,2456
5,Townhouse,2,3,1,hillside,-37.69296362,144.7462324,0,5,0,2016,407800,2456
3,ApartmentUnitFlat,1,3,1,hillside,-37.7039686,144.7475943,0,3,0,2017,410666,1960
74,House,2,3,2,hillside,-37.69055296,144.7436337,40,32,2,2017,618054,1960
3,Townhouse,2,3,2,hillside,-37.69915463,144.741094,0,3,0,2017,480333,1960
68,House,2,3,2,hillside,-37.69114391,144.7436207,28,35,5,2018,719836,1927
7,Townhouse,1,2,1,hillside,-37.69653077,144.7448469,1,6,0,2018,483035,1927
9,ApartmentUnitFlat,1,2,1,hillside,-37.69950337,144.7493862,0,8,1,2019,450277,1903
61,House,2,3,2,hillside,-37.68994872,144.742779,16,41,4,2019,642844,1903
5,ApartmentUnitFlat,1,2,1,hillside,-37.70227384,144.7474978,1,4,0,2020,445200,1937
67,House,2,3,2,hillside,-37.69094741,144.742989,24,41,2,2020,686716,1937
2,Townhouse,1,3,1,hillside,-37.6919576,144.7364885,0,2,0,2020,518750,1937
5,House,1,3,2,hoddles creek,-37.83854196,145.593978,0,5,0,2013,673000,421
4,House,1,3,4,hoddles creek,-37.822734,145.5761785,0,4,0,2014,657500,382
6,House,2,4,4,hoddles creek,-37.83792507,145.5881313,0,6,0,2015,740833,493
5,House,2,4,4,hoddles creek,-37.83789542,145.5799286,0,5,0,2016,869000,658
7,House,1,3,3,hoddles creek,-37.84230683,145.588481,0,7,0,2017,671714,560
6,House,1,4,2,hoddles creek,-37.84370848,145.5925242,0,6,0,2018,771166,585
5,House,2,3,5,hoddles creek,-37.8242397,145.5758782,0,5,0,2019,903200,592
3,House,2,3,5,hoddles creek,-37.8462232,145.5861387,0,3,0,2020,802666,614
2,House,2,4,2,hopetoun park,-37.6963921,144.492859,0,2,0,2013,780000,1349
3,House,2,4,5,hopetoun park,-37.70311547,144.5032697,0,3,0,2014,705000,1295
5,House,2,4,3,hopetoun park,-37.70391152,144.5021164,0,5,0,2015,650000,1377
3,House,2,4,4,hopetoun park,-37.69800713,144.4935457,0,3,0,2016,740166,1648
6,House,2,4,3,hopetoun park,-37.69956393,144.5033002,0,6,0,2017,819000,1822
6,House,2,5,7,hopetoun park,-37.69783082,144.4972117,0,6,0,2018,1084166,1670
5,House,2,4,3,hopetoun park,-37.70132118,144.5064318,0,5,0,2019,1027000,1746
2,House,2,4,5,hopetoun park,-37.7000179,144.5117725,0,2,0,2020,980000,1672
7,ApartmentUnitFlat,1,2,1,hoppers crossing,-37.86496607,144.6875871,0,7,0,2011,263285,4441
104,House,1,3,1,hoppers crossing,-37.86686847,144.6908317,2,102,0,2011,345269,4441
5,ApartmentUnitFlat,1,2,1,hoppers crossing,-37.86446496,144.6925316,0,5,0,2012,245000,5329
90,House,1,3,1,hoppers crossing,-37.8670216,144.688974,2,88,0,2012,348386,5329
90,House,1,3,2,hoppers crossing,-37.86689817,144.6888934,2,88,0,2013,332513,4905
8,ApartmentUnitFlat,1,2,1,hoppers crossing,-37.86778354,144.6937383,0,8,0,2014,267062,5248
74,House,1,3,1,hoppers crossing,-37.86859593,144.6931106,0,74,0,2014,374301,5248
5,ApartmentUnitFlat,1,2,1,hoppers crossing,-37.86942104,144.6978514,0,5,0,2015,258000,5182
90,House,1,3,2,hoppers crossing,-37.86765153,144.691197,2,88,0,2015,385601,5182
5,ApartmentUnitFlat,1,2,1,hoppers crossing,-37.86754284,144.6884796,0,5,0,2016,285200,6126
72,House,1,3,2,hoppers crossing,-37.86577613,144.6907001,3,69,0,2016,433905,6126
8,ApartmentUnitFlat,1,2,1,hoppers crossing,-37.86614431,144.6849475,2,6,0,2017,323812,5848
78,House,1,3,2,hoppers crossing,-37.8686452,144.6896504,25,51,2,2017,482597,5848
71,House,1,3,2,hoppers crossing,-37.86645081,144.6914139,30,39,2,2018,638211,5857
7,ApartmentUnitFlat,1,2,1,hoppers crossing,-37.86815493,144.6886227,1,6,0,2019,371428,5894
70,House,1,3,2,hoppers crossing,-37.8662179,144.6914525,1,68,1,2019,551397,5894
3,ApartmentUnitFlat,2,3,1,hoppers crossing,-37.8609034,144.6948083,0,3,0,2020,440000,7115
53,House,1,3,2,hoppers crossing,-37.86531994,144.6920558,3,49,1,2020,564037,7115
15,ApartmentUnitFlat,1,2,1,hughesdale,-37.89811427,145.0801913,10,2,3,2011,501180,1220
34,House,1,3,1,hughesdale,-37.90044101,145.08155,19,13,2,2011,740485,1220
3,Townhouse,1,3,1,hughesdale,-37.89983243,145.077596,1,2,0,2011,570000,1220
23,ApartmentUnitFlat,1,2,1,hughesdale,-37.90050451,145.0809321,14,7,2,2012,449765,1399
49,House,1,3,1,hughesdale,-37.90056875,145.0804716,39,9,1,2012,758930,1399
21,ApartmentUnitFlat,1,2,1,hughesdale,-37.8975761,145.0807508,17,3,1,2013,495565,1760
48,House,1,3,1,hughesdale,-37.90119377,145.0811764,40,8,0,2013,848113,1760
4,Townhouse,1,3,1,hughesdale,-37.89654805,145.0851708,3,1,0,2013,571500,1760
10,ApartmentUnitFlat,1,2,1,hughesdale,-37.89928347,145.0825824,1,9,0,2014,503309,1690
38,House,1,3,1,hughesdale,-37.90137652,145.0806715,26,12,0,2014,846686,1690
9,Townhouse,1,3,1,hughesdale,-37.89938353,145.079483,7,2,0,2014,711944,1690
15,ApartmentUnitFlat,1,2,1,hughesdale,-37.89863805,145.0814902,9,6,0,2015,611300,1567
30,House,1,3,1,hughesdale,-37.90017386,145.0809624,24,5,1,2015,1048729,1567
3,Townhouse,2,3,2,hughesdale,-37.8973565,145.0808153,2,1,0,2015,1440000,1567
15,ApartmentUnitFlat,1,2,1,hughesdale,-37.89855306,145.0832916,11,4,0,2016,596186,2158
22,House,1,3,1,hughesdale,-37.89942234,145.0807352,17,5,0,2016,1157681,2158
8,Townhouse,1,2,1,hughesdale,-37.89923739,145.081812,7,1,0,2016,858062,2158
15,ApartmentUnitFlat,1,2,1,hughesdale,-37.89575807,145.0820477,8,7,0,2017,710166,2035
22,House,1,3,1,hughesdale,-37.90051716,145.0809771,19,3,0,2017,1303250,2035
4,Townhouse,2,3,1,hughesdale,-37.90113213,145.0800743,4,0,0,2017,1093750,2035
22,ApartmentUnitFlat,1,1,1,hughesdale,-37.89532084,145.0832078,9,13,0,2018,570090,1778
29,House,1,3,2,hughesdale,-37.8992443,145.0814992,17,12,0,2018,1286241,1778
8,Townhouse,2,3,1,hughesdale,-37.90225657,145.078771,5,3,0,2018,973250,1778
19,ApartmentUnitFlat,1,2,1,hughesdale,-37.89793938,145.0841158,9,10,0,2019,578083,1948
39,House,1,3,1,hughesdale,-37.90042997,145.0814463,22,17,0,2019,1067315,1948
12,Townhouse,1,3,1,hughesdale,-37.89925549,145.0813201,8,4,0,2019,931250,1948
